locus	cpg_label	gc_background	gc_peaks	gc_diff
chr5:169690158-169695159	Open Sea	0.427	0.467	1.09
chr6:13355718-13360719	Open Sea	0.442	0.627	1.42
chr3:71755526-71760527	Open Sea	0.414	0.533	1.29
chr13:45022916-45027917	Open Sea	0.435	0.593	1.37
chr17:27701368-27706369	Open Sea	0.431	0.54	1.25
chr13:51842858-51847859	Open Sea	0.421	0.48	1.14
chr5:32030864-32035865	Open Sea	0.423	0.367	0.867
chr11:61762088-61767089	Open Sea	0.414	0.567	1.37
chr16:56579260-56584261	Open Sea	0.465	0.487	1.05
chr9:732383-737384	Open Sea	0.415	0.513	1.24
chr1:112489166-112494167	Open Sea	0.449	0.52	1.16
chr1:210050590-210055591	Open Sea	0.438	0.547	1.25
chr8:40232790-40237791	Open Sea	0.44	0.533	1.21
chr2:131814225-131819226	Open Sea	0.451	0.507	1.12
chr4:185727248-185732249	Open Sea	0.425	0.547	1.29
chr15:31211664-31216665	Open Sea	0.444	0.567	1.28
chr10:15334072-15339073	Open Sea	0.403	0.453	1.13
chr6:164362397-164367398	Open Sea	0.444	0.533	1.2
chr17:75172311-75177312	Open Sea	0.429	0.593	1.38
chr6:134912672-134917673	Open Sea	0.421	0.507	1.2
chr4:83649999-83655000	Open Sea	0.444	0.58	1.31
chr12:51602473-51607474	Open Sea	0.468	0.533	1.14
chr2:88380011-88385012	Open Sea	0.469	0.433	0.923
chr3:186191373-186196374	Open Sea	0.413	0.587	1.42
chr8:27112824-27117825	Open Sea	0.416	0.527	1.27
chr16:5042751-5047752	Open Sea	0.442	0.62	1.4
chr18:32695530-32700531	Open Sea	0.421	0.527	1.25
chr3:124275662-124280663	Open Sea	0.427	0.567	1.33
chr10:1078361-1083362	Open Sea	0.477	0.527	1.1
chr10:15294505-15299506	Open Sea	0.474	0.493	1.04
chr7:154536030-154541031	Open Sea	0.504	0.367	0.727
chr14:65635116-65640117	Open Sea	0.432	0.553	1.28
chr6:35325905-35330906	Open Sea	0.478	0.533	1.12
chr14:95765071-95770072	Open Sea	0.475	0.48	1.01
chr19:45546533-45551534	Open Sea	0.467	0.48	1.03
chr14:104058372-104063373	Open Sea	0.496	0.547	1.1
chr18:73348582-73353583	Open Sea	0.471	0.567	1.2
chr20:33110504-33115505	Open Sea	0.467	0.533	1.14
chr2:240210491-240215492	Open Sea	0.468	0.647	1.38
chr22:27855816-27860817	Open Sea	0.465	0.593	1.27
chr4:7904299-7909300	Open Sea	0.443	0.5	1.13
chr10:496406-501407	Open Sea	0.435	0.507	1.16
chr12:121762834-121767835	Open Sea	0.453	0.553	1.22
chr15:92407829-92412830	Open Sea	0.448	0.653	1.46
chr5:95189784-95194785	Open Sea	0.488	0.6	1.23
chr21:40872263-40877264	Open Sea	0.425	0.58	1.36
chr5:138748670-138753671	Open Sea	0.46	0.593	1.29
chr20:50356516-50361517	Open Sea	0.464	0.54	1.16
chr15:63901173-63906174	Open Sea	0.462	0.573	1.24
chr1:200287908-200292909	Open Sea	0.417	0.473	1.14
chr1:230992493-230997494	Open Sea	0.452	0.487	1.08
chr18:60251762-60256763	Open Sea	0.482	0.58	1.2
chr14:95331946-95336947	Open Sea	0.482	0.52	1.08
chr3:72293519-72298520	Open Sea	0.502	0.627	1.25
chr15:68913123-68918124	Open Sea	0.486	0.573	1.18
chr1:109839927-109844928	Open Sea	0.51	0.613	1.2
chr1:159175261-159180262	Open Sea	0.492	0.533	1.09
chr1:54795508-54800509	Open Sea	0.485	0.567	1.17
chr9:36799672-36804673	Open Sea	0.449	0.527	1.17
chr11:125312381-125317382	Open Sea	0.444	0.507	1.14
chr12:108645053-108650054	Open Sea	0.461	0.547	1.19
chr15:58812248-58817249	Open Sea	0.438	0.673	1.54
chr1:110677071-110682072	Open Sea	0.425	0.507	1.19
chr20:19866366-19871367	Open Sea	0.456	0.52	1.14
chr9:97697518-97702519	Open Sea	0.474	0.427	0.901
chr7:51374719-51379720	Open Sea	0.429	0.447	1.04
chr5:115715413-115720414	Open Sea	0.437	0.393	0.9
chr5:55457950-55462951	Open Sea	0.458	0.487	1.06
chr20:49339028-49344029	Open Sea	0.463	0.547	1.18
chr11:61770364-61775365	Open Sea	0.476	0.48	1.01
chr14:78124822-78129823	Open Sea	0.439	0.507	1.15
chr7:51713247-51718248	Open Sea	0.48	0.433	0.903
chr8:124726439-124731440	Open Sea	0.473	0.5	1.06
chr7:22146959-22151960	Open Sea	0.482	0.533	1.11
chr12:117560738-117565739	Open Sea	0.446	0.467	1.05
chr5:35800959-35805960	Open Sea	0.425	0.527	1.24
chr3:11040448-11045449	Open Sea	0.496	0.54	1.09
chr11:11601341-11606342	Open Sea	0.47	0.587	1.25
chr12:123532103-123537104	Open Sea	0.459	0.527	1.15
chr1:203253042-203258043	Open Sea	0.492	0.473	0.963
chr5:77161433-77166434	Open Sea	0.475	0.48	1.01
chr4:151199482-151204483	Open Sea	0.447	0.507	1.13
chr13:40761783-40766784	Open Sea	0.471	0.58	1.23
chr10:128525602-128530603	Open Sea	0.475	0.54	1.14
chr17:55981973-55986974	Open Sea	0.499	0.613	1.23
chr7:139335513-139340514	Open Sea	0.468	0.467	0.997
chr12:99144228-99149229	Open Sea	0.487	0.493	1.01
chr17:63172991-63177992	Open Sea	0.475	0.52	1.09
chr5:60968551-60973552	Open Sea	0.44	0.48	1.09
chr15:32101480-32106481	Open Sea	0.452	0.593	1.31
chr7:104770086-104775087	Open Sea	0.452	0.54	1.2
chr11:131366340-131371341	Open Sea	0.468	0.58	1.24
chr11:63374721-63379722	Open Sea	0.473	0.56	1.18
chr11:64440587-64445588	Open Sea	0.459	0.613	1.34
chr9:27336197-27341198	Open Sea	0.477	0.573	1.2
chr3:42092152-42097153	Open Sea	0.435	0.46	1.06
chr8:102164566-102169567	Open Sea	0.459	0.567	1.23
chr3:9036174-9041175	Open Sea	0.436	0.54	1.24
chr15:66766585-66771586	Open Sea	0.457	0.613	1.34
chr17:73655266-73660267	Open Sea	0.451	0.493	1.09
chr17:17822051-17827052	Open Sea	0.484	0.547	1.13
chr17:3413820-3418821	Open Sea	0.48	0.567	1.18
chr14:52478995-52483996	Open Sea	0.459	0.513	1.12
chr16:72229641-72234642	Open Sea	0.459	0.427	0.93
chr10:61044898-61049899	Open Sea	0.468	0.427	0.911
chr7:51354251-51359252	Open Sea	0.435	0.493	1.13
chr10:104432408-104437409	Open Sea	0.478	0.487	1.02
chr10:97172594-97177595	Open Sea	0.474	0.46	0.971
chr16:56327657-56332658	Open Sea	0.461	0.487	1.05
chr1:182081021-182086022	Open Sea	0.465	0.527	1.13
chr7:139328952-139333953	Open Sea	0.47	0.493	1.05
chr2:7130665-7135666	Open Sea	0.442	0.393	0.889
chr2:74612259-74617260	Open Sea	0.441	0.427	0.967
chr7:24738770-24743771	Open Sea	0.451	0.453	1.01
chr12:125180777-125185778	Open Sea	0.522	0.487	0.932
chr10:114760374-114765375	Open Sea	0.494	0.44	0.89
chr15:32133275-32138276	Open Sea	0.519	0.513	0.99
chr4:185174279-185179280	Open Sea	0.518	0.6	1.16
chr6:4606411-4611412	Open Sea	0.48	0.607	1.26
chr15:31213355-31218356	Open Sea	0.492	0.667	1.36
chr20:33164594-33169595	Open Sea	0.472	0.56	1.19
chr16:69922182-69927183	Open Sea	0.472	0.547	1.16
chr13:24787496-24792497	Open Sea	0.454	0.493	1.09
chr12:5091911-5096912	Open Sea	0.485	0.567	1.17
chr21:34485526-34490527	Open Sea	0.458	0.64	1.4
chr9:38683286-38688287	Open Sea	0.486	0.413	0.851
chr5:173095735-173100736	Open Sea	0.461	0.593	1.29
chr8:39910011-39915012	Open Sea	0.431	0.493	1.14
chr10:99618754-99623755	Open Sea	0.483	0.56	1.16
chr5:150012372-150017373	Open Sea	0.487	0.54	1.11
chr20:50364395-50369396	Open Sea	0.454	0.553	1.22
chr17:9927198-9932199	Open Sea	0.462	0.527	1.14
chr1:203112233-203117234	Open Sea	0.479	0.567	1.18
chr11:125249023-125254024	Open Sea	0.483	0.553	1.14
chr9:37431439-37436440	Open Sea	0.484	0.627	1.29
chr12:123392210-123397211	Open Sea	0.494	0.553	1.12
chr11:134874443-134879444	Open Sea	0.458	0.447	0.975
chr1:33805514-33810515	Open Sea	0.44	0.513	1.17
chr2:55344773-55349774	Open Sea	0.428	0.58	1.35
chr11:126793227-126798228	Open Sea	0.451	0.58	1.29
chr2:159599494-159604495	Open Sea	0.439	0.593	1.35
chr8:26456031-26461032	Open Sea	0.434	0.58	1.34
chr6:90692763-90697764	Open Sea	0.425	0.593	1.39
chr12:8296326-8301327	Open Sea	0.406	0.62	1.53
chr7:139437746-139442747	Open Sea	0.417	0.56	1.34
chr20:52529310-52534311	Open Sea	0.427	0.48	1.12
chr20:58218020-58223021	Open Sea	0.48	0.633	1.32
chr19:57221669-57226670	Open Sea	0.397	0.573	1.44
chr6:148717515-148722516	Open Sea	0.443	0.413	0.934
chr12:110459990-110464991	Open Sea	0.473	0.493	1.04
chr2:25205362-25210363	Open Sea	0.444	0.547	1.23
chr6:165642828-165647829	Open Sea	0.48	0.44	0.916
chr5:172897001-172902002	Open Sea	0.434	0.44	1.01
chr8:3189884-3194885	Open Sea	0.437	0.56	1.28
chr17:11754704-11759705	Open Sea	0.419	0.467	1.11
chr2:44300361-44305362	Open Sea	0.396	0.46	1.16
chr3:164911509-164916510	Open Sea	0.422	0.56	1.33
chr6:3209558-3214559	Open Sea	0.443	0.553	1.25
chr9:124048499-124053500	Open Sea	0.472	0.467	0.989
chr9:129126543-129131544	Open Sea	0.449	0.64	1.42
chr3:59557350-59562351	Open Sea	0.438	0.473	1.08
chr12:11962719-11967720	Open Sea	0.415	0.467	1.12
chr1:240560342-240565343	Open Sea	0.419	0.507	1.21
chr16:19775167-19780168	Open Sea	0.443	0.533	1.2
chr15:71153504-71158505	Open Sea	0.413	0.513	1.24
chr4:104225671-104230672	Open Sea	0.405	0.62	1.53
chr15:29335641-29340642	Open Sea	0.413	0.44	1.07
chr5:77287321-77292322	Open Sea	0.406	0.547	1.35
chr11:47485419-47490420	Open Sea	0.433	0.38	0.877
chr7:30185118-30190119	Open Sea	0.46	0.487	1.06
chr10:68684257-68689258	Open Sea	0.407	0.453	1.11
chr3:116160768-116165769	Open Sea	0.42	0.453	1.08
chr2:61896411-61901412	Open Sea	0.429	0.34	0.793
chr8:140927672-140932673	Open Sea	0.476	0.567	1.19
chr10:80534966-80539967	Open Sea	0.488	0.567	1.16
chr7:154647157-154652158	Open Sea	0.498	0.507	1.02
chr2:70910491-70915492	Open Sea	0.48	0.573	1.2
chr4:6192775-6197776	Open Sea	0.493	0.633	1.28
chr13:24655802-24660803	Open Sea	0.479	0.473	0.988
chr5:60913646-60918647	Open Sea	0.474	0.507	1.07
chr11:112604625-112609626	Open Sea	0.475	0.473	0.997
chr4:152941395-152946396	Open Sea	0.47	0.36	0.766
chr12:118470285-118475286	Open Sea	0.457	0.473	1.04
chr3:139251502-139256503	Open Sea	0.469	0.56	1.19
chrX:103026676-103031677	Open Sea	0.451	0.56	1.24
chr10:5898382-5903383	Open Sea	0.478	0.487	1.02
chr13:51817774-51822775	Open Sea	0.486	0.48	0.987
chr1:212630828-212635829	Open Sea	0.499	0.54	1.08
chr17:79124828-79129829	Open Sea	0.525	0.527	1
chr7:36319249-36324250	Open Sea	0.534	0.44	0.825
chr5:179708823-179713824	Open Sea	0.507	0.64	1.26
chr20:24440797-24445798	Open Sea	0.48	0.513	1.07
chr6:109659180-109664181	Open Sea	0.465	0.46	0.988
chr6:167008862-167013863	Open Sea	0.464	0.533	1.15
chr3:127564602-127569603	Open Sea	0.454	0.513	1.13
chr10:128357143-128362144	Open Sea	0.457	0.573	1.25
chr2:201332636-201337637	Open Sea	0.459	0.527	1.15
chr3:40212532-40217533	Open Sea	0.48	0.473	0.985
chr7:50722646-50727647	Open Sea	0.487	0.46	0.945
chr5:141198729-141203730	Open Sea	0.465	0.433	0.932
chr8:98938950-98943951	Open Sea	0.462	0.5	1.08
chr1:155839948-155844949	Open Sea	0.48	0.527	1.1
chr4:24658916-24663917	Open Sea	0.472	0.427	0.904
chr18:9533257-9538258	Open Sea	0.461	0.7	1.52
chr1:234877210-234882211	Open Sea	0.433	0.58	1.34
chr5:60897027-60902028	Open Sea	0.459	0.607	1.32
chr18:13563590-13568591	Open Sea	0.471	0.567	1.2
chr14:104040642-104045643	Open Sea	0.494	0.647	1.31
chr22:27874178-27879179	Open Sea	0.478	0.613	1.28
chr22:39799027-39804028	Open Sea	0.489	0.633	1.29
chr4:8391298-8396299	Open Sea	0.483	0.487	1.01
chr18:10058001-10063002	Open Sea	0.453	0.467	1.03
chr9:27337988-27342989	Open Sea	0.507	0.507	0.999
chr2:55932556-55937557	Open Sea	0.441	0.38	0.862
chr20:24613086-24618087	Open Sea	0.492	0.593	1.21
chr7:51311529-51316530	Open Sea	0.462	0.58	1.26
chr18:9806756-9811757	Open Sea	0.444	0.48	1.08
chr16:72459290-72464291	Open Sea	0.438	0.513	1.17
chr11:113584402-113589403	Open Sea	0.453	0.467	1.03
chr7:132421965-132426966	Open Sea	0.435	0.493	1.14
chr20:36913162-36918163	Open Sea	0.443	0.64	1.44
chr4:96112478-96117479	Open Sea	0.497	0.667	1.34
chr13:114929877-114934878	Open Sea	0.471	0.6	1.27
chr22:41812147-41817148	Open Sea	0.489	0.547	1.12
chr10:727192-732193	Open Sea	0.466	0.5	1.07
chr20:50373168-50378169	Open Sea	0.477	0.613	1.29
chr12:110299359-110304360	Open Sea	0.497	0.593	1.19
chr1:230931533-230936534	Open Sea	0.44	0.447	1.02
chr2:240143162-240148163	Open Sea	0.461	0.553	1.2
chr6:161661997-161666998	Open Sea	0.464	0.62	1.34
chr1:147011260-147016261	Open Sea	0.404	0.62	1.53
chr1:205323541-205328542	Open Sea	0.437	0.593	1.36
chr1:182087424-182092425	Open Sea	0.424	0.613	1.45
chr15:83238800-83243801	Open Sea	0.459	0.5	1.09
chr9:108646114-108651115	Open Sea	0.433	0.467	1.08
chr14:73173101-73178102	Open Sea	0.413	0.56	1.36
chr5:16566740-16571741	Open Sea	0.434	0.567	1.3
chr18:72206897-72211898	Open Sea	0.463	0.587	1.27
chr3:58277019-58282020	Open Sea	0.469	0.613	1.31
chr3:43030804-43035805	Open Sea	0.443	0.593	1.34
chr22:38632781-38637782	Open Sea	0.485	0.533	1.1
chr6:148774699-148779700	Open Sea	0.461	0.58	1.26
chr2:43225311-43230312	Open Sea	0.462	0.647	1.4
chr3:16214270-16219271	Open Sea	0.472	0.607	1.29
chr3:40819682-40824683	Open Sea	0.448	0.613	1.37
chr14:91190675-91195676	Open Sea	0.473	0.5	1.06
chr10:86001974-86006975	Open Sea	0.462	0.533	1.15
chr3:8017464-8022465	Open Sea	0.414	0.553	1.34
chr1:234678917-234683918	Open Sea	0.434	0.38	0.876
chr7:50706839-50711840	Open Sea	0.413	0.58	1.41
chr6:3384312-3389313	Open Sea	0.422	0.607	1.44
chr4:15478803-15483804	Open Sea	0.43	0.64	1.49
chr5:152867652-152872653	Open Sea	0.407	0.613	1.51
chr6:22144668-22149669	Open Sea	0.412	0.613	1.49
chr7:29523640-29528641	Open Sea	0.421	0.587	1.39
chr20:45198460-45203461	Open Sea	0.423	0.62	1.47
chr14:79058009-79063010	Open Sea	0.441	0.573	1.3
chr5:148440182-148445183	Open Sea	0.453	0.653	1.44
chr7:36295676-36300677	Open Sea	0.374	0.567	1.51
chr2:122275591-122280592	Open Sea	0.429	0.527	1.23
chr3:181419670-181424671	Open Sea	0.375	0.633	1.69
chr13:40765055-40770056	Open Sea	0.417	0.527	1.26
chr17:76711182-76716183	Open Sea	0.438	0.58	1.32
chr1:242989812-242994813	Open Sea	0.388	0.5	1.29
chr8:127645575-127650576	Open Sea	0.4	0.5	1.25
chr1:190444918-190449919	Open Sea	0.365	0.667	1.83
chr2:152782048-152787049	Open Sea	0.356	0.587	1.65
chr11:40312892-40317893	Open Sea	0.387	0.667	1.72
chr6:112352679-112357680	Open Sea	0.4	0.513	1.28
chr11:131452807-131457808	Open Sea	0.416	0.613	1.47
chr5:137943758-137948759	Open Sea	0.392	0.54	1.38
chr11:47324965-47329966	Open Sea	0.422	0.58	1.38
chr14:73276944-73281945	Open Sea	0.46	0.58	1.26
chr9:129035669-129040670	Open Sea	0.417	0.593	1.42
chr13:24610806-24615807	Open Sea	0.443	0.44	0.993
chr9:129136915-129141916	Open Sea	0.438	0.513	1.17
chr3:156798026-156803027	Open Sea	0.392	0.513	1.31
chr13:26061182-26066183	Open Sea	0.374	0.507	1.36
chr8:130638529-130643530	Open Sea	0.391	0.54	1.38
chr16:24679579-24684580	Open Sea	0.438	0.533	1.22
chr10:13827464-13832465	Open Sea	0.43	0.493	1.15
chr10:704572-709573	Open Sea	0.428	0.52	1.21
chr3:111715187-111720188	Open Sea	0.446	0.54	1.21
chr1:55838079-55843080	Open Sea	0.383	0.46	1.2
chr3:48729594-48734595	Open Sea	0.432	0.54	1.25
chr2:55344116-55349117	Open Sea	0.432	0.387	0.896
chr4:17283626-17288627	Open Sea	0.418	0.44	1.05
chr11:121969413-121974414	Open Sea	0.383	0.413	1.08
chr11:131401647-131406648	Open Sea	0.403	0.52	1.29
chr15:91012682-91017683	Open Sea	0.422	0.447	1.06
chr6:157874434-157879435	Open Sea	0.411	0.527	1.28
chr10:60725560-60730561	Open Sea	0.443	0.467	1.05
chr2:86149270-86154271	Open Sea	0.456	0.507	1.11
chr5:149722923-149727924	Open Sea	0.465	0.48	1.03
chr5:156881517-156886518	Open Sea	0.438	0.353	0.806
chr19:35537641-35542642	Open Sea	0.481	0.647	1.34
chr5:139111087-139116088	Open Sea	0.466	0.647	1.39
chr16:24054637-24059638	Open Sea	0.447	0.587	1.31
chr10:72422110-72427111	Open Sea	0.458	0.52	1.14
chr9:19491585-19496586	Open Sea	0.46	0.433	0.942
chr14:77622205-77627206	Open Sea	0.483	0.647	1.34
chr16:14519091-14524092	Open Sea	0.487	0.507	1.04
chr14:93492717-93497718	Open Sea	0.485	0.587	1.21
chr1:211907471-211912472	Open Sea	0.483	0.6	1.24
chr15:78502588-78507589	Open Sea	0.475	0.633	1.33
chr18:46069760-46074761	Open Sea	0.495	0.573	1.16
chr1:111078307-111083308	Open Sea	0.471	0.613	1.3
chr11:36417572-36422573	Open Sea	0.455	0.52	1.14
chr16:17496864-17501865	Open Sea	0.477	0.627	1.31
chr17:55974006-55979007	Open Sea	0.458	0.62	1.35
chr17:71261499-71266500	Open Sea	0.472	0.607	1.29
chr12:58260317-58265318	Open Sea	0.479	0.6	1.25
chr4:53733015-53738016	Open Sea	0.481	0.62	1.29
chr21:33170344-33175345	Open Sea	0.459	0.567	1.23
chr1:14583307-14588308	Open Sea	0.434	0.607	1.4
chr8:134395329-134400330	Open Sea	0.476	0.553	1.16
chr22:28035908-28040909	Open Sea	0.474	0.66	1.39
chr17:19218226-19223227	Open Sea	0.467	0.653	1.4
chr3:128581002-128586003	Open Sea	0.451	0.567	1.26
chr17:47476898-47481899	Open Sea	0.478	0.567	1.18
chr1:201518787-201523788	Open Sea	0.472	0.607	1.29
chr7:154381143-154386144	Open Sea	0.44	0.607	1.38
chr8:131008775-131013776	Open Sea	0.467	0.453	0.971
chr7:22431119-22436120	Open Sea	0.459	0.507	1.1
chr7:51372127-51377128	Open Sea	0.451	0.527	1.17
chr11:46922931-46927932	Open Sea	0.476	0.64	1.34
chr3:138097853-138102854	Open Sea	0.445	0.58	1.3
chr9:129137448-129142449	Open Sea	0.463	0.52	1.12
chr7:131827947-131832948	Open Sea	0.469	0.527	1.12
chr1:33827919-33832920	Open Sea	0.473	0.547	1.16
chr7:75226257-75231258	Open Sea	0.468	0.673	1.44
chr17:46197297-46202298	Open Sea	0.463	0.547	1.18
chr5:172981740-172986741	Open Sea	0.481	0.613	1.28
chr22:28080283-28085284	Open Sea	0.473	0.58	1.23
chr7:73791969-73796970	Open Sea	0.481	0.56	1.16
chr1:208699894-208704895	Open Sea	0.44	0.58	1.32
chr8:8179496-8184497	Open Sea	0.425	0.633	1.49
chr2:20796563-20801564	Open Sea	0.432	0.64	1.48
chr21:32486987-32491988	Open Sea	0.429	0.453	1.06
chr8:27116883-27121884	Open Sea	0.424	0.573	1.35
chr2:127908989-127913990	Open Sea	0.418	0.567	1.36
chr16:50894985-50899986	Open Sea	0.413	0.673	1.63
chr5:138438216-138443217	Open Sea	0.44	0.58	1.32
chr15:99342229-99347230	Open Sea	0.412	0.593	1.44
chr2:120038408-120043409	Open Sea	0.42	0.633	1.51
chr6:161863198-161868199	Open Sea	0.472	0.547	1.16
chr11:119958005-119963006	Open Sea	0.462	0.42	0.91
chr1:226969393-226974394	Open Sea	0.458	0.493	1.08
chr16:27733413-27738414	Open Sea	0.507	0.56	1.1
chr17:39864628-39869629	Open Sea	0.518	0.513	0.991
chr11:114031224-114036225	Open Sea	0.484	0.493	1.02
chr14:95769194-95774195	Open Sea	0.479	0.5	1.04
chr3:126552086-126557087	Open Sea	0.461	0.5	1.08
chr12:50370694-50375695	Open Sea	0.489	0.553	1.13
chr3:36853567-36858568	Open Sea	0.469	0.487	1.04
chr8:40956296-40961297	Open Sea	0.46	0.533	1.16
chr16:68818238-68823239	Open Sea	0.452	0.527	1.17
chr1:40350388-40355389	Open Sea	0.472	0.44	0.932
chr5:132133921-132138922	Open Sea	0.457	0.433	0.948
chr3:98496477-98501478	Open Sea	0.452	0.453	1
chr8:114446143-114451144	Open Sea	0.483	0.413	0.856
chr3:69368943-69373944	Open Sea	0.428	0.467	1.09
chr8:101520464-101525465	Open Sea	0.446	0.493	1.11
chr1:200334965-200339966	Open Sea	0.447	0.473	1.06
chr3:195308441-195313442	Open Sea	0.432	0.513	1.19
chr20:50363875-50368876	Open Sea	0.474	0.44	0.928
chr6:3383500-3388501	Open Sea	0.442	0.513	1.16
chr8:49102391-49107392	Open Sea	0.471	0.573	1.22
chr1:230954040-230959041	Open Sea	0.469	0.487	1.04
chr2:86127288-86132289	Open Sea	0.448	0.467	1.04
chr21:19030840-19035841	Open Sea	0.435	0.527	1.21
chr2:122274981-122279982	Open Sea	0.454	0.533	1.18
chr1:156385142-156390143	Open Sea	0.486	0.547	1.13
chr11:19746553-19751554	Open Sea	0.458	0.547	1.19
chr1:230509719-230514720	Open Sea	0.453	0.553	1.22
chr10:106438062-106443063	Open Sea	0.442	0.527	1.19
chr10:79270670-79275671	Open Sea	0.465	0.48	1.03
chr17:70336446-70341447	Open Sea	0.447	0.507	1.13
chr1:150226539-150231540	Open Sea	0.483	0.487	1.01
chr1:169069445-169074446	Open Sea	0.471	0.507	1.08
chr11:36232291-36237292	Open Sea	0.473	0.54	1.14
chr8:27203520-27208521	Open Sea	0.46	0.513	1.12
chr2:208089283-208094284	Open Sea	0.455	0.533	1.17
chr3:66531173-66536174	Open Sea	0.441	0.593	1.35
chr19:42963478-42968479	Open Sea	0.442	0.48	1.09
chr7:154532607-154537608	Open Sea	0.479	0.467	0.974
chr16:56583502-56588503	Open Sea	0.481	0.52	1.08
chr1:43845386-43850387	Open Sea	0.45	0.54	1.2
chr20:30298107-30303108	Open Sea	0.458	0.533	1.16
chr18:24228460-24233461	Open Sea	0.452	0.407	0.901
chr1:144007193-144012194	Open Sea	0.457	0.493	1.08
chr15:29333942-29338943	Open Sea	0.474	0.413	0.872
chr11:132829728-132834729	Open Sea	0.455	0.52	1.14
chr2:135014321-135019322	Open Sea	0.44	0.58	1.32
chr3:170356202-170361203	Open Sea	0.452	0.473	1.05
chr5:31731095-31736096	Open Sea	0.452	0.513	1.14
chr1:210535510-210540511	Open Sea	0.469	0.58	1.24
chr10:6422693-6427694	Open Sea	0.468	0.453	0.968
chr1:4738806-4743807	Open Sea	0.482	0.567	1.18
chr7:111394080-111399081	Open Sea	0.429	0.473	1.1
chr7:29516545-29521546	Open Sea	0.415	0.44	1.06
